merge_cod,freez,hum,lev_max,lev_mid,lev_min,rain,rain_1mm,rain_cum,rain_max_10,rain_max_day,sun,temp_avg,temp_max_abs,temp_max_avg,temp_min_abs,wind_avg,wind_max,wind_max_avg,code_merge,codigo, estacion,year,month
C069_Bermeo_2018_NOV,0,76.5,,,,17,14,111.9,2.2,23.8,6.1,13.2,23.0,16.5,10.2,12.8,77.8,48.7,C069_Bermeo_2018_NOV,C069,Bermeo,2018,NOV
C0B6_Berna_2018_NOV,0,83.9,,,,19,16,80,1.3,22.6,,10.9,22.1,16.3,6.7,,,,C0B6_Berna_2018_NOV,C0B6,Berna,2018,NOV
C0BE_Berriatua_2018_NOV,0,80.6,0.692,0.285,,21,13,89.3,1.3,24.9,,12.7,23.4,17.5,8.3,,,,C0BE_Berriatua_2018_NOV,C0BE,Berriatua,2018,NOV
C065_Cerroja_2018_NOV,0,78.0,,,,15,11,78.4,1.4,24.4,6.4,9.4,17.6,12.4,6.8,20.7,116.3,67.2,C065_Cerroja_2018_NOV,C065,Cerroja,2018,NOV
C003_Derio_2018_NOV,0,73.0,,,,18,14,74,1.6,20.5,6.0,12.8,23.1,17.4,8.3,6.9,55.8,34.7,C003_Derio_2018_NOV,C003,Derio,2018,NOV
C039_Deusto_2018_NOV,0,72.0,,,,17,12,70.1,1.9,22.5,6.4,13.1,23.5,16.9,9.6,12.7,92.9,48.9,C039_Deusto_2018_NOV,C039,Deusto,2018,NOV
C075_Eitzaga_2018_NOV,0,80.6,,,,18,14,91.8,2.1,23.4,,11.4,25.2,17.2,7.4,5.9,62.6,35.8,C075_Eitzaga_2018_NOV,C075,Eitzaga,2018,NOV
C074_Elorrio_2018_NOV,0,80.7,0.403,0.177,,19,15,97.9,3.1,24.8,,12.0,20.5,16.0,8.1,,,,C074_Elorrio_2018_NOV,C074,Elorrio,2018,NOV
C009_Galdakao_2018_NOV,0,74.2,1.807,0.746,,19,14,71.2,2.3,25.1,,12.7,22.1,17.1,8.6,,,,C009_Galdakao_2018_NOV,C009,Galdakao,2018,NOV
C038_Galindo_2018_NOV,0,,,,,19,14,80.6,1.9,23,,13.9,23.2,17.7,10.5,8.9,86.0,44.4,C038_Galindo_2018_NOV,C038,Galindo,2018,NOV
C033_Igorre_2018_NOV,0,,,,,20,12,69.3,0.9,21.6,,12.3,21.7,16.7,8.1,9.9,71.3,41.2,C033_Igorre_2018_NOV,C033,Igorre,2018,NOV
C0BD_Iruzubieta_2018_NOV,0,82.7,0.514,0.222,,19,16,100,2.7,26.5,,10.5,21.1,15.9,5.7,,,,C0BD_Iruzubieta_2018_NOV,C0BD,Iruzubieta,2018,NOV
C036_Iurreta_2018_NOV,0,74.1,,,,20,15,81.7,1.6,23,6.2,12.1,21.9,16.4,8.1,9.3,88.6,42.4,C036_Iurreta_2018_NOV,C036,Iurreta,2018,NOV
C045_La Garbea_2018_NOV,0,92.5,,,,18,11,72.1,1.2,22.2,,8.8,17.2,11.9,6.3,29.3,110.2,69.9,C045_La Garbea_2018_NOV,C045,La Garbea,2018,NOV
C0B7_Mañaria_2018_NOV,0,73.9,0.625,0.249,,19,16,95.7,1.5,20.6,,11.9,20.4,15.3,7.9,,,,C0B7_Mañaria_2018_NOV,C0B7,Mañaria,2018,NOV
C019_Matxitxako_2018_NOV,0,76.4,,,,18,14,105.6,2.6,25,6.2,11.1,20.4,14.1,8.7,33.2,121.0,77.1,C019_Matxitxako_2018_NOV,C019,Matxitxako,2018,NOV
C057_Mungia_2018_NOV,0,75.2,2.561,0.625,,17,14,107.9,3.5,30.4,5.9,13.0,23.4,17.4,8.5,7.6,61.9,37.9,C057_Mungia_2018_NOV,C057,Mungia,2018,NOV
C063_Muxika_2018_NOV,0,78.9,0.568,0.213,,20,14,87.6,2.2,27.7,,11.7,23.3,17.3,6.6,,,,C063_Muxika_2018_NOV,C063,Muxika,2018,NOV
C046_Oiz_2018_NOV,1,82.1,,,,19,17,72.4,2.2,18.5,,6.7,14.7,9.2,4.6,35.5,110.5,72.7,C046_Oiz_2018_NOV,C046,Oiz,2018,NOV
C0BA_Oleta_2018_NOV,0,83.7,0.798,0.271,,21,15,96,2.7,23.9,,12.2,23.6,17.5,8.0,,,,C0BA_Oleta_2018_NOV,C0BA,Oleta,2018,NOV
C059_Ordunte_2018_NOV,0,76.0,,,,15,9,57.8,1.3,20.1,,10.7,19.8,14.8,7.1,10.6,75.2,45.4,C059_Ordunte_2018_NOV,C059,Ordunte,2018,NOV
C072_Orduña_2018_NOV,1,85.8,,,,16,10,58.1,2,14.1,,6.9,14.6,9.7,4.6,34.1,114.5,74.7,C072_Orduña_2018_NOV,C072,Orduña,2018,NOV
C0B4_Orozko_2018_NOV,0,80.1,0.426,0.088,,18,12,76.7,1.7,17.2,,11.2,21.8,15.9,7.4,5.5,61.9,32.3,C0B4_Orozko_2018_NOV,C0B4,Orozko,2018,NOV
C054_Otxandio_2018_NOV,2,81.6,1.406,0.249,,18,13,107.5,1.5,27.3,6.1,8.7,17.7,12.8,4.5,5.8,43.9,32.0,C054_Otxandio_2018_NOV,C054,Otxandio,2018,NOV
C042_Punta Galea_2018_NOV,0,75.0,,,,15,10,63.6,2.3,15.6,,13.7,22.6,16.9,10.7,19.7,125.3,63.5,C042_Punta Galea_2018_NOV,C042,Punta Galea,2018,NOV
C0B9_Sangroniz_2018_NOV,0,79.6,,,,20,13,86.8,2.9,25,,12.0,22.3,16.9,7.4,,,,C0B9_Sangroniz_2018_NOV,C0B9,Sangroniz,2018,NOV
C0C3_Sodupe_2018_NOV,0,80.8,,,,18,11,88,1.4,23.3,,11.6,23.0,17.2,7.1,6.5,69.8,35.0,C0C3_Sodupe_2018_NOV,C0C3,Sodupe,2018,NOV
C066_Untzueta_2018_NOV,0,81.1,,,,,,,,,,8.8,17.3,11.7,6.4,28.4,106.6,65.3,C066_Untzueta_2018_NOV,C066,Untzueta,2018,NOV
C022_Urkiola_2018_NOV,1,87.3,,,,19,14,102.8,1.6,28.1,5.9,7.6,16.2,11.0,4.9,13.6,77.0,47.8,C022_Urkiola_2018_NOV,C022,Urkiola,2018,NOV
C0B3_Urkizu_2018_NOV,0,77.2,0.900,0.314,,20,13,72,2,25.8,,11.7,22.0,16.8,6.9,,,,C0B3_Urkizu_2018_NOV,C0B3,Urkizu,2018,NOV
C037_Venta Alta_2018_NOV,,72.4,,,,18,14,66,1.7,21.2,6.1,,21.7,,,11.2,90.7,49.0,C037_Venta Alta_2018_NOV,C037,Venta Alta,2018,NOV
C0E5_Agauntza_2018_NOV,0,78.7,0.590,0.256,,20,15,86.9,2.5,16.9,,11.2,19.6,15.2,6.9,,,,C0E5_Agauntza_2018_NOV,C0E5,Agauntza,2018,NOV
C0DB_Aitzu_2018_NOV,1,80.0,0.669,0.227,,18,15,103.4,1.6,19.5,,9.6,20.1,14.5,5.4,,,,C0DB_Aitzu_2018_NOV,C0DB,Aitzu,2018,NOV
C0D3_Aixola_2018_NOV,0,80.8,0.298,0.092,,19,15,96.2,2.5,24.6,,9.9,19.2,14.3,6.2,,,,C0D3_Aixola_2018_NOV,C0D3,Aixola,2018,NOV
C0DD_Aizarnazabal_2018_NOV,0,77.5,1.044,0.477,,20,15,104.8,2.3,25.9,,11.8,19.9,15.3,7.9,,,,C0DD_Aizarnazabal_2018_NOV,C0DD,Aizarnazabal,2018,NOV
C0E9_Alegia_2018_NOV,0,90.9,0.974,0.433,,19,13,100.2,2.8,31.8,,10.8,22.6,17.1,6.9,,,,C0E9_Alegia_2018_NOV,C0E9,Alegia,2018,NOV
C078_Altzola_2018_NOV,0,79.0,1.104,0.564,,20,16,103.6,1.6,25,,11.8,22.3,16.5,7.5,,,,C078_Altzola_2018_NOV,C078,Altzola,2018,NOV
C052_Ameraun_2018_NOV,0,74.4,0.860,0.173,,19,14,157.9,2.3,52.2,,11.1,19.8,15.1,7.2,,,,C052_Ameraun_2018_NOV,C052,Ameraun,2018,NOV
C0E1_Amundarain_2018_NOV,0,,0.764,0.318,,18,12,77.4,5.7,20.6,,11.9,20.3,16.1,7.1,,,,C0E1_Amundarain_2018_NOV,C0E1,Amundarain,2018,NOV
C077_Andoain_2018_NOV,0,84.2,0.886,0.371,,19,15,120.2,2.6,40.2,,11.8,21.6,16.3,7.4,,,,C077_Andoain_2018_NOV,C077,Andoain,2018,NOV
C080_Añarbe_2018_NOV,0,84.8,0.535,0.330,,18,14,135.2,2.3,32.9,,10.9,21.2,16.1,6.2,,,,C080_Añarbe_2018_NOV,C080,Añarbe,2018,NOV
C0E8_Araxes_2018_NOV,0,84.9,0.908,0.322,,19,13,112.2,2.5,36.1,,10.5,20.6,15.4,6.6,,,,C0E8_Araxes_2018_NOV,C0E8,Araxes,2018,NOV
C023_Arrasate_2018_NOV,0,75.6,,,,21,11,84.6,1.7,22.1,6.3,10.4,20.8,14.8,6.5,6.6,72.0,41.5,C023_Arrasate_2018_NOV,C023,Arrasate,2018,NOV
C084_Behobia_2018_NOV,0,75.8,,,,19,16,134.5,2.3,21.4,,11.9,21.6,16.0,8.1,,,,C084_Behobia_2018_NOV,C084,Behobia,2018,NOV
C0EA_Belauntza_2018_NOV,0,87.1,0.540,0.224,,19,14,115,2.7,40.1,,10.7,20.9,15.7,6.7,,,,C0EA_Belauntza_2018_NOV,C0EA,Belauntza,2018,NOV
C026_Berastegi_2018_NOV,1,,,,,18,14,146.3,1.6,44,,10.5,19.5,14.3,6.5,8.8,75.2,45.6,C026_Berastegi_2018_NOV,C026,Berastegi,2018,NOV
C058_Bidania_2018_NOV,0,,,,,20,15,130.1,2.1,37.9,5.9,9.4,16.9,12.3,6.5,12.0,76.7,46.4,C058_Bidania_2018_NOV,C058,Bidania,2018,NOV
C0F0_Ereñozu_2018_NOV,0,87.6,0.774,0.475,,17,14,114.3,2.3,30.6,,11.2,20.5,15.6,7.6,,,,C0F0_Ereñozu_2018_NOV,C0F0,Ereñozu,2018,NOV
C0F1_Eskas_2018_NOV,0,77.8,,,,19,16,158,3,29.5,,9.5,19.4,13.3,6.7,,,,C0F1_Eskas_2018_NOV,C0F1,Eskas,2018,NOV
C0E7_Estanda_2018_NOV,0,81.5,0.462,0.156,,19,15,77.1,1,17.8,,11.3,21.2,16.3,6.9,,,,C0E7_Estanda_2018_NOV,C0E7,Estanda,2018,NOV
C018_Higer_2018_NOV,,,,,,,,,,,5.6,,,,,10.7,72.0,40.2,C018_Higer_2018_NOV,C018,Higer,2018,NOV
C0DC_Ibai Eder_2018_NOV,0,86.4,0.528,0.212,,20,15,100.6,1.9,28.4,5.1,12.5,23.7,18.2,7.8,,,,C0DC_Ibai Eder_2018_NOV,C0DC,Ibai Eder,2018,NOV
C071_Jaizkibel_2018_NOV,0,75.1,,,,,,,,,,10.4,19.2,13.5,7.9,25.5,91.4,61.5,C071_Jaizkibel_2018_NOV,C071,Jaizkibel,2018,NOV
C0EC_Lasarte_2018_NOV,0,75.3,1.281,0.556,,19,14,118.7,3.4,39.4,5.6,12.3,22.0,16.4,8.3,7.5,67.0,40.6,C0EC_Lasarte_2018_NOV,C0EC,Lasarte,2018,NOV
C0DE_Matxinbenta_2018_NOV,0,81.9,0.420,0.148,,19,15,91.9,1.8,20.9,,10.4,18.8,14.4,6.2,,,,C0DE_Matxinbenta_2018_NOV,C0DE,Matxinbenta,2018,NOV
C017_Miramon_2018_NOV,0,81.7,,,,18,14,134.2,3.8,33.1,,12.3,22.3,16.7,8.7,8.5,73.1,39.7,C017_Miramon_2018_NOV,C017,Miramon,2018,NOV
C0F4_Oiartzun_2018_NOV,0,77.6,0.654,0.291,,16,12,82.1,2,18.1,,12.2,22.8,17.2,7.6,,,,C0F4_Oiartzun_2018_NOV,C0F4,Oiartzun,2018,NOV
C0D1_Oñati_2018_NOV,0,81.1,0.958,0.364,,18,15,78.4,1.4,17.7,,11.2,20.9,16.0,7.1,,,,C0D1_Oñati_2018_NOV,C0D1,Oñati,2018,NOV
C043_Ordizia_2018_NOV,0,82.9,,,,20,16,88.9,2.4,18.4,5.7,11.4,21.9,16.2,7.3,7.3,67.0,40.5,C043_Ordizia_2018_NOV,C043,Ordizia,2018,NOV
C0D2_San Prudentzio_2018_NOV,0,81.7,0.862,0.413,,18,13,80.7,1.7,17.6,,10.8,21.1,15.7,7.0,,,,C0D2_San Prudentzio_2018_NOV,C0D2,San Prudentzio,2018,NOV
C007_Santa Clara_2018_NOV,,,,,,,,,,,5.8,,,,,13.3,83.5,49.5,C007_Santa Clara_2018_NOV,C007,Santa Clara,2018,NOV
C0D0_Urkulu_2018_NOV,0,74.6,0.484,0.148,,19,15,118.7,1.5,17.3,,10.8,20.3,14.7,7.0,,,,C0D0_Urkulu_2018_NOV,C0D0,Urkulu,2018,NOV
C064_Zarautz_2018_NOV,0,70.6,,,,20,13,122.5,4.7,51.3,,13.2,21.6,16.3,9.9,13.7,88.9,50.9,C064_Zarautz_2018_NOV,C064,Zarautz,2018,NOV
C028_Zegama_2018_NOV,0,76.2,,,,19,16,133.2,2.4,21.6,,10.2,17.2,12.9,7.3,12.7,91.4,56.2,C028_Zegama_2018_NOV,C028,Zegama,2018,NOV
C029_Zizurkil_2018_NOV,0,75.2,,,,20,14,117.3,2.4,45.4,6.0,12.8,21.8,16.6,9.1,11.2,76.7,46.5,C029_Zizurkil_2018_NOV,C029,Zizurkil,2018,NOV
C076_Abetxuko_2016_DIC,10,93.0,0.063,0.046,,8,4,13.8,0.4,4.8,,5.1,15.9,9.8,1.4,,,,C076_Abetxuko_2016_DIC,C076,Abetxuko,2016,DIC
C056_Alegria_2016_DIC,13,,0.172,0.151,,7,3,7.3,0.2,3,,5.0,14.9,9.5,1.2,4.9,79.2,24.4,C056_Alegria_2016_DIC,C056,Alegria,2016,DIC
C035_Altube_2016_DIC,6,98.5,,,,8,5,34.4,1.3,12.1,5.0,6.7,16.5,11.7,2.8,5.9,52.6,24.0,C035_Altube_2016_DIC,C035,Altube,2016,DIC
C001_Arkaute_2016_DIC,14,94.1,,,,9,3,13.4,0.5,5.5,4.4,5.0,16.8,10.4,1.0,2.6,35.6,15.8,C001_Arkaute_2016_DIC,C001,Arkaute,2016,DIC
C025_Beluntza_2016_DIC,5,92.2,,,,,,,,,,5.9,14.9,10.1,2.9,20.4,74.9,41.8,C025_Beluntza_2016_DIC,C025,Beluntza,2016,DIC
C034_Espejo_2016_DIC,9,93.8,,,,5,4,10.5,0.3,4.8,3.6,5.3,16.7,9.4,1.7,4.8,30.2,18.3,C034_Espejo_2016_DIC,C034,Espejo,2016,DIC
C0AA_Etura_2016_DIC,16,94.7,0.278,0.193,,9,3,11.3,0.3,4,4.3,4.7,15.1,9.6,0.7,5.9,69.8,23.9,C0AA_Etura_2016_DIC,C0AA,Etura,2016,DIC
C067_Gardea_2016_DIC,3,81.4,0.476,0.150,,8,5,34.1,0.8,15.1,,8.9,19.3,14.3,4.9,9.0,79.2,33.7,C067_Gardea_2016_DIC,C067,Gardea,2016,DIC
C040_Gasteiz_2016_DIC,3,89.9,,,,,,,,,5.0,7.3,16.4,10.7,4.4,5.5,50.0,22.8,C040_Gasteiz_2016_DIC,C040,Gasteiz,2016,DIC
C044_Gorbea_2016_DIC,5,95.1,,,,7,5,26.9,1,10.5,,5.3,14.8,9.6,2.1,,,,C044_Gorbea_2016_DIC,C044,Gorbea,2016,DIC
C048_Herrera_2016_DIC,1,77.9,,,,9,4,12.3,0.4,3.8,,6.5,15.2,9.3,4.0,13.1,83.9,40.7,C048_Herrera_2016_DIC,C048,Herrera,2016,DIC
C068_Ilarduia_2016_DIC,11,88.2,,,,8,4,11.7,0.5,4.5,,5.7,15.4,10.1,1.7,10.7,93.6,36.6,C068_Ilarduia_2016_DIC,C068,Ilarduia,2016,DIC
C024_Iturrieta_2016_DIC,18,87.0,,,,10,7,19,0.3,4.8,5.3,4.2,15.2,8.9,0.0,10.6,69.8,34.0,C024_Iturrieta_2016_DIC,C024,Iturrieta,2016,DIC
C00A_Kanpezu_2016_DIC,11,93.9,,,,6,4,,0.7,9.5,4.5,5.1,16.1,9.9,1.3,10.1,68.8,32.6,C00A_Kanpezu_2016_DIC,C00A,Kanpezu,2016,DIC
C047_Kapildui_2016_DIC,3,82.2,,,,9,4,10,0.4,2.5,,5.2,13.6,7.8,2.9,16.6,88.6,41.5,C047_Kapildui_2016_DIC,C047,Kapildui,2016,DIC
C031_Moreda_2016_DIC,3,91.2,,,,7,4,9.7,0.5,4.4,4.0,6.7,16.3,9.8,3.9,10.3,56.9,29.2,C031_Moreda_2016_DIC,C031,Moreda,2016,DIC
C041_Navarrete_2016_DIC,17,95.6,,,,6,2,7.8,0.3,4.7,4.3,3.9,15.7,9.4,-0.1,8.6,82.1,28.5,C041_Navarrete_2016_DIC,C041,Navarrete,2016,DIC
C055_Ozaeta_2016_DIC,16,91.8,0.385,0.314,,9,3,14,0.5,4.8,,5.0,17.1,10.9,0.7,,,,C055_Ozaeta_2016_DIC,C055,Ozaeta,2016,DIC
C060_Páganos_2016_DIC,5,93.7,,,,9,1,7,0.3,3.1,4.3,5.4,16.1,8.9,2.8,9.2,52.9,28.6,C060_Páganos_2016_DIC,C060,Páganos,2016,DIC
C021_Roitegi_2016_DIC,6,88.1,,,,,,,,,,5.2,15.0,9.5,1.5,12.3,74.5,37.1,C021_Roitegi_2016_DIC,C021,Roitegi,2016,DIC
C030_Salvatierra_2016_DIC,18,91.2,,,,9,2,10.6,0.3,4.1,5.0,4.9,15.3,10.6,0.5,4.8,67.0,23.0,C030_Salvatierra_2016_DIC,C030,Salvatierra,2016,DIC
C051_Saratxo_2016_DIC,4,80.8,0.447,0.118,,7,5,24.7,1.1,10.5,5.1,8.6,19.4,13.7,4.6,5.7,50.0,25.6,C051_Saratxo_2016_DIC,C051,Saratxo,2016,DIC
C0A0_Sarria_2016_DIC,7,96.1,0.463,0.165,,8,7,36.1,1,13,,6.1,15.9,11.0,2.2,,,,C0A0_Sarria_2016_DIC,C0A0,Sarria,2016,DIC
C049_Subijana_2016_DIC,9,93.3,,,,6,4,19.9,0.7,10.1,,4.8,15.2,8.5,1.7,,,,C049_Subijana_2016_DIC,C049,Subijana,2016,DIC
C020_Trebiño_2016_DIC,15,,,,,8,4,12.6,0.4,5.4,4.3,3.9,14.0,8.2,0.3,6.9,62.6,22.5,C020_Trebiño_2016_DIC,C020,Trebiño,2016,DIC
C070_Zaldiaran_2016_DIC,2,88.8,,,,5,2,7.8,0.2,4,,5.2,13.9,8.0,2.9,,,,C070_Zaldiaran_2016_DIC,C070,Zaldiaran,2016,DIC
C050_Zambrana_2016_DIC,4,93.6,,,,5,3,7.9,0.3,3.9,3.5,5.8,17.0,8.8,3.0,8.1,44.6,24.0,C050_Zambrana_2016_DIC,C050,Zambrana,2016,DIC
C0B1_Abusu (La Peña)_2016_DIC,1,80.6,0.502,0.179,,10,6,37,1.5,19.6,,9.7,18.9,14.1,6.1,,,,C0B1_Abusu (La Peña)_2016_DIC,C0B1,Abusu (La Peña),2016,DIC
C079_Amorebieta_2016_DIC,2,88.2,0.371,0.303,,7,4,22.8,0.9,8.7,,8.3,20.1,14.4,4.2,,,,C079_Amorebieta_2016_DIC,C079,Amorebieta,2016,DIC
C0C1_Aranguren_2016_DIC,1,86.4,0.683,0.461,,6,5,35.7,1.5,14.3,,10.0,22.6,16.8,5.5,,,,C0C1_Aranguren_2016_DIC,C0C1,Aranguren,2016,DIC
C061_Arboleda_2016_DIC,0,77.1,,,,6,4,27.2,1.6,14.1,5.2,10.3,18.3,14.0,6.8,14.0,94.3,47.4,C061_Arboleda_2016_DIC,C061,Arboleda,2016,DIC
C032_Areta_2016_DIC,4,81.8,0.386,0.247,,8,5,31,1.1,13.9,,8.3,19.0,14.0,4.4,4.3,45.7,22.3,C032_Areta_2016_DIC,C032,Areta,2016,DIC
C002_Arteaga_2016_DIC,1,79.8,,,,10,4,16.7,0.5,5.4,,10.6,21.2,16.3,6.2,3.1,38.2,19.1,C002_Arteaga_2016_DIC,C002,Arteaga,2016,DIC
C0C2_Balmaseda_2016_DIC,7,86.6,0.304,0.270,,12,5,31.6,5,11.1,,5.7,17.6,11.4,1.6,,,,C0C2_Balmaseda_2016_DIC,C0C2,Balmaseda,2016,DIC
C069_Bermeo_2016_DIC,0,76.4,,,,10,5,28.1,4.2,8,5.0,12.3,19.2,15.5,9.9,8.3,61.9,28.8,C069_Bermeo_2016_DIC,C069,Bermeo,2016,DIC
C0B6_Berna_2016_DIC,3,85.4,,,,8,5,18.6,0.5,6.2,,8.4,19.1,13.9,4.4,,,,C0B6_Berna_2016_DIC,C0B6,Berna,2016,DIC
C0BE_Berriatua_2016_DIC,0,84.4,0.230,0.145,,8,6,20.5,1.5,7,,10.7,21.2,16.0,6.9,,,,C0BE_Berriatua_2016_DIC,C0BE,Berriatua,2016,DIC
C065_Cerroja_2016_DIC,0,74.4,,,,9,6,50.4,1.1,22.9,5.4,11.3,19.1,14.3,9.1,11.1,94.3,37.3,C065_Cerroja_2016_DIC,C065,Cerroja,2016,DIC
C003_Derio_2016_DIC,2,77.5,,,,9,6,33.8,1.3,16,5.2,10.2,20.0,15.3,5.9,5.2,63.0,26.1,C003_Derio_2016_DIC,C003,Derio,2016,DIC
C039_Deusto_2016_DIC,0,81.8,,,,8,7,39.2,1.2,18.8,5.4,12.0,20.7,16.0,9.1,11.8,61.9,35.0,C039_Deusto_2016_DIC,C039,Deusto,2016,DIC
C075_Eitzaga_2016_DIC,0,,,,,8,5,18.2,0.6,4.2,,9.9,20.7,15.2,6.5,,,,C075_Eitzaga_2016_DIC,C075,Eitzaga,2016,DIC
C074_Elorrio_2016_DIC,2,86.9,0.143,0.115,,8,6,17.2,0.6,4.1,,8.9,19.7,13.4,5.3,,,,C074_Elorrio_2016_DIC,C074,Elorrio,2016,DIC
C038_Galindo_2016_DIC,0,73.1,,,,8,6,43.7,1.1,20.4,,11.6,20.4,15.8,8.1,6.0,57.2,28.1,C038_Galindo_2016_DIC,C038,Galindo,2016,DIC
C033_Igorre_2016_DIC,2,97.1,,,,7,5,27.8,0.9,13.9,,10.0,18.6,14.7,6.2,8.0,68.0,27.1,C033_Igorre_2016_DIC,C033,Igorre,2016,DIC
C0BD_Iruzubieta_2016_DIC,2,85.5,0.175,0.136,,9,6,23.8,0.9,6.2,,8.6,19.7,14.3,4.4,,,,C0BD_Iruzubieta_2016_DIC,C0BD,Iruzubieta,2016,DIC
C036_Iurreta_2016_DIC,0,81.4,,,,9,6,21.7,0.9,5.9,5.4,10.5,20.3,15.2,6.8,6.4,63.4,24.7,C036_Iurreta_2016_DIC,C036,Iurreta,2016,DIC
C045_La Garbea_2016_DIC,0,86.5,,,,11,6,32.1,1,11.9,,9.1,15.9,11.8,6.8,20.7,82.1,47.4,C045_La Garbea_2016_DIC,C045,La Garbea,2016,DIC
C0B7_Mañaria_2016_DIC,3,82.3,0.198,0.151,,7,5,18.5,0.6,5.6,,8.0,17.8,11.7,4.5,,,,C0B7_Mañaria_2016_DIC,C0B7,Mañaria,2016,DIC
C019_Matxitxako_2016_DIC,0,77.0,,,,11,6,24.3,1,6,4.7,10.8,17.3,13.2,9.1,23.1,100.1,56.3,C019_Matxitxako_2016_DIC,C019,Matxitxako,2016,DIC
C057_Mungia_2016_DIC,0,82.2,0.702,0.436,,10,4,31.6,0.9,11.2,5.1,11.3,20.8,16.5,6.6,6.1,59.4,25.8,C057_Mungia_2016_DIC,C057,Mungia,2016,DIC
C063_Muxika_2016_DIC,0,81.7,0.198,0.147,,9,5,19.4,0.8,5.2,,10.6,20.9,16.7,5.7,,,,C063_Muxika_2016_DIC,C063,Muxika,2016,DIC
C046_Oiz_2016_DIC,0,76.0,,,,9,6,14.7,0.5,4.1,,7.9,15.6,10.3,5.9,27.2,103.7,55.9,C046_Oiz_2016_DIC,C046,Oiz,2016,DIC
C0BA_Oleta_2016_DIC,0,92.1,0.192,0.144,,9,7,19.7,0.8,7,,10.4,21.9,16.0,6.5,,,,C0BA_Oleta_2016_DIC,C0BA,Oleta,2016,DIC
C059_Ordunte_2016_DIC,4,79.9,,,,8,6,39.1,0.9,17.2,5.5,7.7,17.6,13.1,4.1,5.8,56.5,27.7,C059_Ordunte_2016_DIC,C059,Ordunte,2016,DIC
C072_Orduña_2016_DIC,2,86.8,,,,7,5,30.2,0.7,13,,5.7,14.6,8.7,3.3,28.1,97.2,57.4,C072_Orduña_2016_DIC,C072,Orduña,2016,DIC
C0B4_Orozko_2016_DIC,3,84.7,0.266,0.078,,8,5,31.4,0.8,14.1,,8.5,18.3,13.4,5.2,5.8,61.2,26.8,C0B4_Orozko_2016_DIC,C0B4,Orozko,2016,DIC
C054_Otxandio_2016_DIC,10,92.2,0.262,0.146,,9,7,27.7,0.5,9.9,4.5,5.5,15.2,9.8,2.0,4.6,49.3,24.3,C054_Otxandio_2016_DIC,C054,Otxandio,2016,DIC
C042_Punta Galea_2016_DIC,0,73.4,,,,8,6,30.6,1.4,16.6,5.3,12.0,20.6,15.4,9.2,17.4,90.4,42.7,C042_Punta Galea_2016_DIC,C042,Punta Galea,2016,DIC
C0B9_Sangroniz_2016_DIC,3,85.2,0.981,0.410,,10,6,42.1,1.7,18.7,,9.4,19.4,14.7,4.8,,,,C0B9_Sangroniz_2016_DIC,C0B9,Sangroniz,2016,DIC
C0C3_Sodupe_2016_DIC,2,83.4,,,,7,5,41.3,1.1,20.5,,8.9,19.9,15.0,4.6,5.0,54.4,22.6,C0C3_Sodupe_2016_DIC,C0C3,Sodupe,2016,DIC
C066_Untzueta_2016_DIC,1,,,,,,,,,,,7.8,14.6,10.6,5.5,20.9,73.8,46.4,C066_Untzueta_2016_DIC,C066,Untzueta,2016,DIC
C022_Urkiola_2016_DIC,6,89.2,,,,8,4,20.9,0.5,6.4,4.8,5.0,13.5,8.7,2.0,13.2,79.9,38.9,C022_Urkiola_2016_DIC,C022,Urkiola,2016,DIC
C0B3_Urkizu_2016_DIC,3,86.1,0.379,0.203,,7,5,23.8,0.8,12.3,,8.8,18.3,14.3,4.3,,,,C0B3_Urkizu_2016_DIC,C0B3,Urkizu,2016,DIC
C037_Venta Alta_2016_DIC,2,79.6,,,,9,5,39.5,1.4,21.6,5.2,9.9,18.7,14.4,6.1,9.3,70.2,35.0,C037_Venta Alta_2016_DIC,C037,Venta Alta,2016,DIC
C0E5_Agauntza_2016_DIC,4,83.5,0.263,0.168,,7,5,13,0.7,4.1,,8.3,18.8,13.4,4.4,,,,C0E5_Agauntza_2016_DIC,C0E5,Agauntza,2016,DIC
C0DB_Aitzu_2016_DIC,5,85.8,0.174,0.134,,7,6,21.1,0.4,4.5,,6.7,18.1,13.0,2.6,,,,C0DB_Aitzu_2016_DIC,C0DB,Aitzu,2016,DIC
C0D3_Aixola_2016_DIC,1,87.4,0.087,0.062,,7,5,18.9,0.7,4.6,,7.7,16.8,12.4,4.6,,,,C0D3_Aixola_2016_DIC,C0D3,Aixola,2016,DIC
C0DD_Aizarnazabal_2016_DIC,0,84.9,0.414,0.335,,8,5,21.4,1.2,8.6,,9.5,18.1,13.3,6.0,,,,C0DD_Aizarnazabal_2016_DIC,C0DD,Aizarnazabal,2016,DIC
C0E9_Alegia_2016_DIC,2,94.0,0.410,0.287,,9,6,16.4,0.4,4.6,,7.5,18.4,13.5,4.1,,,,C0E9_Alegia_2016_DIC,C0E9,Alegia,2016,DIC
C078_Altzola_2016_DIC,2,83.0,0.466,0.359,,7,7,23.8,0.9,6.3,,9.1,18.8,14.1,5.7,,,,C078_Altzola_2016_DIC,C078,Altzola,2016,DIC
C052_Ameraun_2016_DIC,4,78.8,0.129,0.025,,7,6,30.7,1.4,10.9,,8.2,17.2,12.9,4.3,,,,C052_Ameraun_2016_DIC,C052,Ameraun,2016,DIC
